Characteristic Name,Method Speciation,Sample Fraction,Parameter,Region,Publisher,Guideline Name,Status,Media Name,Ecosystem,Protection Level,Value,Unit,Notes,Look-up table ,Documentation/Spec Sheet Url,Citation,Reviewer,Last Reviewed
Lead,,",Total",Lead,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Threshold Effect Level ,30200,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=124,,MK,2020-09-18
Lead,,",Total",Lead,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Probable Effect Level,112000,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=124,,MK,2020-09-18
Mercury,,",Total",Mercury,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Threshold Effect Level ,170,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=131,,MK,2020-09-18
Mercury,,",Total",Mercury,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Probable Effect Level,486,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=131,,MK,2020-09-18
Mercury,,",Total",Mercury,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Threshold Effect Level ,130,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=131,,MK,2020-09-18
Mercury,,",Total",Mercury,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Probable Effect Level,700,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=131,,MK,2020-09-18
Naphthalene,,",Total",Naphthalene,"CA,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Threshold Effect Level ,34.6,µg/kg,Adoption of marine guideline,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=190,,MK,2020-09-18
Naphthalene,,",Total",Naphthalene,"CA,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Probable Effect Level,391,µg/kg,Adoption of marine guideline,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=190,,MK,2020-09-18
Naphthalene,,",Total",Naphthalene,"CA,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Threshold Effect Level ,34.6,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=190,,MK,2020-09-18
Naphthalene,,",Total",Naphthalene,"CA,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Probable Effect Level,391,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=190,,MK,2020-09-18
Nonylphenol,,",Total",Nonylphenol and its ethoxylates,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Threshold Effect Level ,1400,µg/kg,Expressed on a toxic equivalency (TEQ) basis using toxic equivalency factor (TEF) for NP.,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=146,,MK,2020-09-18
Nonylphenol,,",Total",Nonylphenol and its ethoxylates,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Threshold Effect Level ,1000,µg/kg,Expressed on a toxic equivalency (TEQ) basis using toxic equivalency factor (TEF) for NP.,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=146,,MK,2020-09-18
Total PCBs,,",Total",PCBs,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Threshold Effect Level ,34.1,µg/kg,Assumes 1% TOC,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=173,,MK,2020-09-18
Total PCBs,,",Total",PCBs,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Probable Effect Level,277,µg/kg,Assumes 1% TOC,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=173,,MK,2020-09-18
Total PCBs,,",Total",PCBs,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Threshold Effect Level ,21.5,µg/kg,Assumes 1% TOC,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=173,,MK,2020-09-18
Total PCBs,,",Total",PCBs,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Probable Effect Level,189,µg/kg,Assumes 1% TOC,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=173,,MK,2020-09-18
Phenanthrene,,",Total",Phenanthrene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Threshold Effect Level ,41.9,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=191,,MK,2020-09-18
Phenanthrene,,",Total",Phenanthrene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Probable Effect Level,515,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=191,,MK,2020-09-18
Phenanthrene,,",Total",Phenanthrene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Threshold Effect Level ,86.7,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=191,,MK,2020-09-18
Phenanthrene,,",Total",Phenanthrene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Probable Effect Level,544,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=191,,MK,2020-09-18
Pyrene,,",Total",Pyrene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Threshold Effect Level ,53,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=192,,MK,2020-09-18
Pyrene,,",Total",Pyrene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Probable Effect Level,875,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=192,,MK,2020-09-18
Pyrene,,",Total",Pyrene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Threshold Effect Level ,153,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=192,,MK,2020-09-18
Pyrene,,",Total",Pyrene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Probable Effect Level,1398,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=192,,MK,2020-09-18
Toxaphene,,",Total",Toxaphene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",US-NY,,,Sediment,Freshwater,Threshold Effect Level ,0.1,µg/kg,Assumes 1% TOC,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=221,New York State Department of Environmental Conservation (NYSDEC 1994),MK,2020-09-18
Toxaphene,,",Total",Toxaphene,"CA,CA-AB,CA-BC,CA-QC,CA-MB",US-NY,,,Sediment,Marine,Threshold Effect Level ,0.1,µg/kg,Assumes 1% TOC,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=221,New York State Department of Environmental Conservation (NYSDEC 1994),MK,2020-09-18
Zinc,,",Total",Zinc,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Threshold Effect Level ,123000,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=229,,MK,2020-09-18
Zinc,,",Total",Zinc,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Freshwater,Probable Effect Level,315000,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=229,,MK,2020-09-18
Zinc,,",Total",Zinc,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Threshold Effect Level ,124000,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=229,,MK,2020-09-18
Zinc,,",Total",Zinc,"CA,CA-AB,CA-BC,CA-QC,CA-MB",CCME,,,Sediment,Marine,Probable Effect Level,271000,µg/kg,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=229,,MK,2020-09-18
"4,4'-Isopropylidenediphenol",,",Total",Bisphenol a,CA,ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),25,mg/kg,Normalized to 1% TOC,,https://www.canada.ca/content/dam/eccc/documents/pdf/pded/bpa/20180626-BPA-EN.pdf,,MK,2020-09-21
"4,4'-Isopropylidenediphenol",,",Total",Bisphenol a,CA,ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),25,mg/kg,Normalized to 1% TOC,,https://www.canada.ca/content/dam/eccc/documents/pdf/pded/bpa/20180626-BPA-EN.pdf,,MK,2020-09-21
"Chlorinated paraffins, long-chain, C18-C20",,",Total",Chlorinated alkanes - long chain (C≥18),"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),100,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,,MK,2020-09-21
"Chlorinated paraffins, medium-chain, C14-C17",,",Total",Chlorinated alkanes - medium chain (C14-17),"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),5.4,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,,MK,2020-09-21
"Chlorinated paraffins, short-chain, C10-C13",,",Total",Chlorinated alkanes - short chain (C10-13),"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),1.8,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,,MK,2020-09-21
"Chlorinated paraffins, long-chain, C18-C20",,",Total",Chlorinated alkanes - long chain (C≥18),"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),100,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,,MK,2020-09-21
"Chlorinated paraffins, medium-chain, C14-C17",,",Total",Chlorinated alkanes - medium chain (C14-17),"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),5.4,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,,MK,2020-09-21
"Chlorinated paraffins, short-chain, C10-C13",,",Total",Chlorinated alkanes - short chain (C10-13),"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),1.8,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,,MK,2020-09-21
Hexabromocyclododecane,,",Total",Hexabromocyclododecane (HBCD),"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),1.6,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/8BA57E1C-C4D7-4B37-A2CD-2EC50030C427/FEQG_HBCD_EN.pdf,,MK,2020-09-21
Hexabromocyclododecane,,",Total",Hexabromocyclododecane (HBCD),"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),1.6,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/8BA57E1C-C4D7-4B37-A2CD-2EC50030C427/FEQG_HBCD_EN.pdf,,MK,2020-09-21
Tetrabromobisphenol A,,",Total",Tetrabromobisphenol A (TBBPA),"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),0.6,mg/kg,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/2FE86525-C439-4BC8-B20A-315AF1CB6F6A/FEQG_TBBPA_EN.pdf,,MK,2020-09-21
Hexabromodiphenyl ether,,",Total",hexaBDE,"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),440,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Decabromodiphenyl ether,,",Total",decaBDE,"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),19,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
,,",Total",octaBDE,"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),5600,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Pentabromodiphenyl ether,,",Total",pentaBDE,"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),0.4,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
,,",Total",pentaBDE (BDE-100),"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),0.4,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
,,",Total",pentaBDE (BDE-99),"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),0.4,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Tetrabromodiphenyl ether,,",Total",tetraBDE,"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),39,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Tribromodiphenyl ether,,",Total",triBDE,"CA,CA-AB",ECCC,,,Sediment,Freshwater,Federal Sediment Quality Guideline (No Effect),44,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Hexabromodiphenyl ether,,",Total",hexaBDE,"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),440,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Decabromodiphenyl ether,,",Total",decaBDE,"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),19,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
,,",Total",octaBDE,"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),5600,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Pentabromodiphenyl ether,,",Total",pentaBDE,"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),0.4,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
,,",Total",pentaBDE (BDE-100),"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),0.4,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
,,",Total",pentaBDE (BDE-99),"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),0.4,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Tetrabromodiphenyl ether,,",Total",tetraBDE,"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),39,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Tribromodiphenyl ether,,",Total",triBDE,"CA,CA-AB",ECCC,,,Sediment,Marine,Federal Sediment Quality Guideline (No Effect),44,ng/g,Normalized to 1% TOC,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,,MK,2020-09-21
Iron,,",Total",Iron,CA-ON,ON Gov,,,Sediment,Freshwater,Lowest Effect Level,2,%,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Iron,,",Total",Iron,CA-ON,ON Gov,,,Sediment,Freshwater,Severe Effect Level ,4,%,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Organic carbon,,",Total",Total Organic Carbon (TOC),CA-ON,ON Gov,,,Sediment,Freshwater,Lowest Effect Level,1,%,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Organic carbon,,",Total",Total Organic Carbon (TOC),CA-ON,ON Gov,,,Sediment,Freshwater,Severe Effect Level ,10,%,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Aldrin,,",Total",Aldrin,"CA-ON,CA-AB",ON Gov,,,Sediment,Freshwater,Lowest Effect Level,0.002,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Aldrin,,",Total",Aldrin,"CA-ON,CA-AB",ON Gov,,,Sediment,Freshwater,Severe Effect Level ,8,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
.alpha.-Hexachlorocyclohexane,,",Total",alpha-BHC (Hexachlorocyclohexane-alpha),"CA-ON,CA-AB",ON Gov,,,Sediment,Freshwater,Lowest Effect Level,0.006,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
.alpha.-Hexachlorocyclohexane,,",Total",alpha-BHC (Hexachlorocyclohexane-alpha),"CA-ON,CA-AB",ON Gov,,,Sediment,Freshwater,Severe Effect Level ,10,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Anthracene,,",Total",Anthracene,CA-ON,ON Gov,,,Sediment,Freshwater,Lowest Effect Level,0.22,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Anthracene,,",Total",Anthracene,CA-ON,ON Gov,,,Sediment,Freshwater,Severe Effect Level ,370,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Arsenic,,",Total",Arsenic,CA-ON,ON Gov,,,Sediment,Freshwater,Lowest Effect Level,6,µg/g,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Arsenic,,",Total",Arsenic,CA-ON,ON Gov,,,Sediment,Freshwater,Severe Effect Level ,33,µg/g,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Benz[a]anthracene,,",Total",Benz[a]anthracene,CA-ON,ON Gov,,,Sediment,Freshwater,Lowest Effect Level,0.32,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Benz[a]anthracene,,",Total",Benz[a]anthracene,CA-ON,ON Gov,,,Sediment,Freshwater,Severe Effect Level ,1480,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Benzo[a]pyrene,,",Total",Benzo(a)pyrene,CA-ON,ON Gov,,,Sediment,Freshwater,Lowest Effect Level,0.37,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Benzo[a]pyrene,,",Total",Benzo(a)pyrene,CA-ON,ON Gov,,,Sediment,Freshwater,Severe Effect Level ,1440,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Benzo[ghi]perylene,,",Total","Benzo[g,h,i]perylene","CA-ON,CA-BC",ON Gov,,,Sediment,Freshwater,Lowest Effect Level,0.17,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
Benzo[ghi]perylene,,",Total","Benzo[g,h,i]perylene","CA-ON,CA-BC",ON Gov,,,Sediment,Freshwater,Severe Effect Level ,320,µg/g,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,,
