Characteristic Name,Method Speciation,Sample Fraction,Parameter,Region,Guideline Publisher,Guideline Name,Status,Media Name,Freshwater or Marine,Guideline Type,Value,Unit,Notes,Look-up table ,Spec Sheet Url,Last Reviewed,Reviewer
Picloram,,,Picloram,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.029,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Potassium permanganate,,,Potassium permanganate,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.029,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Isopropanol,,,Propan-2-ol,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,500,mg/L,57,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Propylene glycol,,,"Propane-1,2-diol",CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,1000,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Propylene glycol,,,"Propane-1,2-diol",CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,500,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Pyrethrins,,,Pyrethrum,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.00001,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Quarternary ammonium compounds,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.0015,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Rimsulfuron,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.0046,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,S-methoprene,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.026,mg/L,Chronic value protecting all life forms including mosquitoes = 0.00009 mg/L,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,S-methoprene,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.00053,mg/L,Chronic value protecting all life forms including mosquitoes = 0.00009 mg/L,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Selenium,,Total,Selenium,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.062,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Selenium,,Total,Selenium,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.005,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Selenium,,Total,Selenium,CA-QC,QC Gov,,Approved,Water,Marine,Acute,0.3,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Selenium,,Total,Selenium,CA-QC,QC Gov,,Approved,Water,Marine,Chronic,0.071,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Selenium,,Dissolved,Selenium,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.00499,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Selenium,,Dissolved,Selenium,CA-QC,QC Gov,,Approved,Water,Marine,Chronic,0.0709,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Silver,,Total,Silver,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,e^{1.72[ln(hardness)]-6.52}/2,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Silver,,Total,Silver,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.1,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Silver,,Total,Silver,CA-QC,QC Gov,,Approved,Water,Marine,Acute,1.15,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Silver,,Dissolved,Silver,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.85e^{1.72[ln(hardness)]-6.59}/2,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Silver,,Dissolved,Silver,CA-QC,QC Gov,,Approved,Water,Marine,Acute,0.9775,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Simazine,,,Simazine,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.16,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Simazine,,,Simazine,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.01,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Sodium azide,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.065,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Sodium azide,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.0073,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Spinosad,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.54,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Spinosad,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.06,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Strontium,,,Strontium,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,40,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Strontium,,,Strontium,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,21,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Styphnic acid,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,340,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Styphnic acid,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,15,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Styrene,,,Styrene,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,1.4,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Styrene,,,Styrene,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.072,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Sulfite,,,Sulfites,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.2,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Tetrachloroethane,,,Tetrachloroethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,1.4,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Tetrachloroethane,,,Tetrachloroethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.11,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Carbon tetrachloride,,,Tetrachloromethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.69,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Carbon tetrachloride,,,Tetrachloromethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.077,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Tetrahydrofuran,,,Tetrahydrofuran,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,74,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Tetrahydrofuran,,,Tetrahydrofuran,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,11,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Thallium,,,Thallium,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.047,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Thallium,,,Thallium,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.0072,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Thiamethoxam,,,Thiamethoxam (neonicotinoid),CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.0002,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Thiamethoxam,,,Thiamethoxam (neonicotinoid),CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.0000083,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Thiocyanates,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,2.1,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Thiocyanates,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.09,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Toluene,,,Toluene,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,1.3,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Toluene,,,Toluene,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.002,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Toluene,,,Toluene,CA-QC,QC Gov,,Approved,Water,Marine,Chronic,0.2,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Tosylchloramide sodium,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.19,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Tosylchloramide sodium,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.0084,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
"Total Phosphorus, mixed forms",as P,Unfiltered,Total phosphorus,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.03,mg/L,This quality criterion aims to limit excessive algae/ aquatic plant growth in streams and rivers,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Toxaphene,,,Toxaphene,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.00015,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Toxaphene,,,Toxaphene,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.000005,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Toxaphene,,,Toxaphene,CA-QC,QC Gov,,Approved,Water,Marine,Acute,0.00021,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,"trans-1,2-dichloroethene",CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,14,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,"trans-1,2-dichloroethene",CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,1.5,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Triallate,,,Triallate,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.00024,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Tribromomethane,,,Tribromomethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,1.5,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Tribromomethane,,,Tribromomethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.065,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Trichloroethane,,,Trichloroethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,1.8,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Trichloroethane,,,Trichloroethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.021,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Chloroform,,,Trichloromethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,5.7,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Chloroform,,,Trichloromethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.63,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Chloroform,,,Trichloromethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,5.7,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Chloroform,,,Trichloromethane,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.63,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Triclosan,,,Triclosan,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.025,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Triclosan,,,Triclosan,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.00047,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Triethylamine,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,1.1,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
,,,Triethylamine,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.26,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Triphenyl phosphate,,,Triphenyl phosphate,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.04,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Triphenyl phosphate,,,Triphenyl phosphate,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.004,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Uranium,,,Uranium,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,if (20 ≤ hardness ≤ 100) \{ 0.32 \} else if (100 < hardness ≤ 210) \{ 2.3 \},mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Uranium,,,Uranium,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,if (20 ≤ hardness ≤ 100) \{ 0.014 \} else if (100 < hardness ≤ 210) \{ 0.1 \},mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Vanadium,,,Vanadium,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.11,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Vanadium,,,Vanadium,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.012,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Vinyl acetate,,,Vinyl acetate,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.75,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Vinyl acetate,,,Vinyl acetate,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.033,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
"o-Xylene, mixt. with m-xylene and p-xylene",,,"Xylenes (o,m,p mix)",CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.37,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
"o-Xylene, mixt. with m-xylene and p-xylene",,,"Xylenes (o,m,p mix)",CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.041,mg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Zinc,,Total,Zinc,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,e^{0.8473[ln(hardness)]+0.884},µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Zinc,,Total,Zinc,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,e^{0.8473[ln(hardness)]+0.884},µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Zinc,,Total,Zinc,CA-QC,QC Gov,,Approved,Water,Marine,Acute,95,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Zinc,,Total,Zinc,CA-QC,QC Gov,,Approved,Water,Marine,Chronic,86,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Zinc,,Dissolved,Zinc,CA-QC,QC Gov,,Approved,Water,Freshwater,Acute,0.978e^{0.8473[ln(hardness)]+0.884},µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Zinc,,Dissolved,Zinc,CA-QC,QC Gov,,Approved,Water,Freshwater,Chronic,0.986e^{0.8473[ln(hardness)]+0.884},µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Zinc,,Dissolved,Zinc,CA-QC,QC Gov,,Approved,Water,Marine,Acute,89.87,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Zinc,,Dissolved,Zinc,CA-QC,QC Gov,,Approved,Water,Marine,Chronic,81.356,µg/L,,,http://www.environnement.gouv.qc.ca/eau/criteres_eau/,,
Cadmium,,,Cadmium,CA-SK,SK Gov,EPB 356,Approved,Water,Freshwater,Chronic,if (0 ≤ hardness ≤ 48.5) \{ 0.017 \} else if (48.5 < hardness ≤ 97) \{ 0.032 \} else if (97 < hardness ≤ 194) \{ 0.058 \} else \{ 0.1 \},µg/L,,,http://www.saskh2o.ca/pdf/epb356.pdf,,
Chlorpyrifos,,,Chlorpyrifos,CA-SK,SK Gov,EPB 356,Approved,Water,Freshwater,Chronic,0.0035,µg/L,,,http://www.saskh2o.ca/pdf/epb356.pdf,,
Copper,,,Copper,CA-SK,SK Gov,EPB 356,Approved,Water,Freshwater,Chronic,if (0 ≤ hardness ≤ 120) \{ 2 \} else if (120 < hardness ≤ 180) \{ 3 \} else \{ 4 \},µg/L,,,http://www.saskh2o.ca/pdf/epb356.pdf,,
Glyphosate,,,Glyphosate,CA-SK,SK Gov,EPB 356,Approved,Water,Freshwater,Chronic,65,µg/L,,,http://www.saskh2o.ca/pdf/epb356.pdf,,
Lead,,,Lead,CA-SK,SK Gov,EPB 356,Approved,Water,Freshwater,Chronic,if (0 ≤ hardness ≤ 60) \{ 1 \} else if (60 < hardness ≤ 120) \{ 2 \} else if (120 < hardness ≤ 180) \{ 4 \} else \{ 7 \},µg/L,,,http://www.saskh2o.ca/pdf/epb356.pdf,,
Nickel,,,Nickel,CA-SK,SK Gov,EPB 356,Approved,Water,Freshwater,Chronic,if (0 ≤ hardness ≤ 60) \{ 25 \} else if (60 < hardness ≤ 120) \{ 65 \} else if (120 < hardness ≤ 180) \{ 110 \} else \{ 150 \},µg/L,,,http://www.saskh2o.ca/pdf/epb356.pdf,,
Silver,,,Silver,CA-SK,SK Gov,EPB 356,Approved,Water,Freshwater,Chronic,0.1,µg/L,,,http://www.saskh2o.ca/pdf/epb356.pdf,,
Zinc,,,Zinc,CA-SK,SK Gov,EPB 356,Approved,Water,Freshwater,Chronic,30,µg/L,,,http://www.saskh2o.ca/pdf/epb356.pdf,,
"p,p'-DDT",,,"4,4'-DDT",US,USEPA,WQC,Approved,Water,Freshwater,Acute,1.1,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/ambient-wqc-ddt-1980.pdf,,
"p,p'-DDT",,,"4,4'-DDT",US,USEPA,WQC,Approved,Water,Freshwater,Chronic,0.001,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/ambient-wqc-ddt-1980.pdf,,
"p,p'-DDT",,,"4,4'-DDT",US,USEPA,WQC,Approved,Water,Marine,Acute,0.13,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/ambient-wqc-ddt-1980.pdf,,
"p,p'-DDT",,,"4,4'-DDT",US,USEPA,WQC,Approved,Water,Marine,Chronic,0.001,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/ambient-wqc-ddt-1980.pdf,,
Acrolein,,,Acrolein,"US, CA-AB",USEPA,WQC,Approved,Water,Freshwater,Acute,3,µg/L,Averaging period is 4d for long-term and 1hr for short-term,,https://www.epa.gov/sites/production/files/2018-12/documents/ambient-wqc-acrolein.pdf,,
Acrolein,,,Acrolein,"US, CA-AB",USEPA,WQC,Approved,Water,Freshwater,Chronic,3,µg/L,Averaging period is 4d for long-term and 1hr for short-term,,https://www.epa.gov/sites/production/files/2018-12/documents/ambient-wqc-acrolein.pdf,,
Aldrin,,,Aldrin,US,USEPA,WQC,Approved,Water,Freshwater,Acute,3,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/ambient-wqc-aldrin-1980.pdf,,
Aldrin,,,Aldrin,US,USEPA,WQC,Approved,Water,Marine,Acute,1.3,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/ambient-wqc-aldrin-1980.pdf,,
"Alkalinity, total",as CaCO3,,Alkalinity,"US, CA-AB",USEPA,WQC,Approved,Water,Freshwater,Chronic,20,mg/L,"The CCC of 20mg/L is a minimum value except where alkalinity is naturally lower, in which case the criterion cannot be lower than 25% of the natural level. NO FORMULA - too complicated",,https://www.epa.gov/sites/production/files/2018-10/documents/quality-criteria-water-1986.pdf,,
.alpha.-Endosulfan,,,alpha-Endosulfan,US,USEPA,WQC,Approved,Water,Freshwater,Acute,0.22,µg/L,This value was derived from data for endosulfan and is most appropriately applied to the sum of alpha-endosulfan and beta-endosulfan.,,https://www.epa.gov/sites/production/files/2015-10/documents/45fedreg7.pdf,,
.alpha.-Endosulfan,,,alpha-Endosulfan,US,USEPA,WQC,Approved,Water,Freshwater,Chronic,0.056,µg/L,This value was derived from data for endosulfan and is most appropriately applied to the sum of alpha-endosulfan and beta-endosulfan.,,https://www.epa.gov/sites/production/files/2015-10/documents/45fedreg7.pdf,,
.alpha.-Endosulfan,,,alpha-Endosulfan,US,USEPA,WQC,Approved,Water,Marine,Acute,0.034,µg/L,This value was derived from data for endosulfan and is most appropriately applied to the sum of alpha-endosulfan and beta-endosulfan.,,https://www.epa.gov/sites/production/files/2015-10/documents/45fedreg7.pdf,,
.alpha.-Endosulfan,,,alpha-Endosulfan,US,USEPA,WQC,Approved,Water,Marine,Chronic,0.0087,µg/L,This value was derived from data for endosulfan and is most appropriately applied to the sum of alpha-endosulfan and beta-endosulfan.,,https://www.epa.gov/sites/production/files/2015-10/documents/45fedreg7.pdf,,
Ammonia,as N,Unfiltered,Ammonia,US,USEPA,WQC,Approved,Water,Freshwater,Acute,"min({ 0.275 \over 1 + 10^{7.204-pH}} + {39 \over 1+10^{pH-7.204}}, 0.7249{0.0114 \over 1+10^{7.204-pH}} + {1.6181 \over 1+10^{pH-7.204}} (23.12[10^{0.036(20-temperature)}]) )",mg/L,,Table 5a,https://www.epa.gov/sites/production/files/2015-08/documents/aquatic-life-ambient-water-quality-criteria-for-ammonia-freshwater-2013.pdf#page=53,2020-09-15,MK
Ammonia,as N,Unfiltered,Ammonia,US,USEPA,WQC,Approved,Water,Freshwater,Chronic,"0.8876 [{0.0278 \over 1 + 10^{7.688 - pH}} + {1.1994 \over 1 + 10^{pH - 7.688}}][2.126(10^{0.028[10 - max(temperature, 7)]})]",mg/L,,Table 6,https://www.epa.gov/sites/production/files/2015-08/documents/aquatic-life-ambient-water-quality-criteria-for-ammonia-freshwater-2013.pdf#page=59,2020-09-15,MK
Arsenic,,Total,Arsenic,"US,CA-QC,CA-MB",USEPA,WQC,Approved,Water,Freshwater,Acute,340,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/metals-criteria-interpret-aqlife-memo.pdf,,
Arsenic,,Total,Arsenic,"US,CA-QC,CA-MB",USEPA,WQC,Approved,Water,Freshwater,Chronic,150,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/metals-criteria-interpret-aqlife-memo.pdf,,
Arsenic,,Total,Arsenic,"US,CA-QC,CA-MB",USEPA,WQC,Approved,Water,Marine,Acute,69,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/metals-criteria-interpret-aqlife-memo.pdf,,
Arsenic,,Total,Arsenic,"US,CA-QC,CA-MB",USEPA,WQC,Approved,Water,Marine,Chronic,36,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/metals-criteria-interpret-aqlife-memo.pdf,,
Arsenic,,Dissolved,Arsenic,"US,CA-QC,CA-MB",USEPA,WQC,Approved,Water,Freshwater,Acute,340,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/metals-criteria-interpret-aqlife-memo.pdf,,
Arsenic,,Dissolved,Arsenic,"US,CA-QC,CA-MB",USEPA,WQC,Approved,Water,Freshwater,Chronic,150,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/metals-criteria-interpret-aqlife-memo.pdf,,
Arsenic,,Dissolved,Arsenic,"US,CA-QC,CA-MB",USEPA,WQC,Approved,Water,Marine,Acute,69,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/metals-criteria-interpret-aqlife-memo.pdf,,
Arsenic,,Dissolved,Arsenic,"US,CA-QC,CA-MB",USEPA,WQC,Approved,Water,Marine,Chronic,36,µg/L,,,https://www.epa.gov/sites/production/files/2019-03/documents/metals-criteria-interpret-aqlife-memo.pdf,,
.beta.-Endosulfan,,,beta-Endosulfan,US,USEPA,WQC,Approved,Water,Freshwater,Acute,0.22,µg/L,This value was derived from data for endosulfan and is most appropriately applied to the sum of alpha-endosulfan and beta-endosulfan.,,https://www.epa.gov/sites/production/files/2015-10/documents/45fedreg7.pdf,,
.beta.-Endosulfan,,,beta-Endosulfan,US,USEPA,WQC,Approved,Water,Freshwater,Chronic,0.056,µg/L,This value was derived from data for endosulfan and is most appropriately applied to the sum of alpha-endosulfan and beta-endosulfan.,,https://www.epa.gov/sites/production/files/2015-10/documents/45fedreg7.pdf,,
.beta.-Endosulfan,,,beta-Endosulfan,US,USEPA,WQC,Approved,Water,Marine,Acute,0.034,µg/L,This value was derived from data for endosulfan and is most appropriately applied to the sum of alpha-endosulfan and beta-endosulfan.,,https://www.epa.gov/sites/production/files/2015-10/documents/45fedreg7.pdf,,
.beta.-Endosulfan,,,beta-Endosulfan,US,USEPA,WQC,Approved,Water,Marine,Chronic,0.0087,µg/L,This value was derived from data for endosulfan and is most appropriately applied to the sum of alpha-endosulfan and beta-endosulfan.,,https://www.epa.gov/sites/production/files/2015-10/documents/45fedreg7.pdf,,
Cadmium,,Total,Cadmium,US,USEPA,WQC,Approved,Water,Freshwater,Acute,e^{0.9789[ln(hardness)]-3.866},µg/L,,,https://www.epa.gov/sites/production/files/2016-03/documents/cadmium-final-factsheet.pdf,,
Cadmium,,Total,Cadmium,US,USEPA,WQC,Approved,Water,Freshwater,Chronic,e^{0.7977[ln(hardness)]-3.909},µg/L,,,https://www.epa.gov/sites/production/files/2016-03/documents/cadmium-final-factsheet.pdf,,
Cadmium,,Total,Cadmium,US,USEPA,WQC,Approved,Water,Marine,Acute,33,µg/L,,,https://www.epa.gov/sites/production/files/2016-03/documents/cadmium-final-factsheet.pdf,,
Cadmium,,Total,Cadmium,US,USEPA,WQC,Approved,Water,Marine,Chronic,7.9,µg/L,,,https://www.epa.gov/sites/production/files/2016-03/documents/cadmium-final-factsheet.pdf,,
Cadmium,,Dissolved,Cadmium,US,USEPA,WQC,Approved,Water,Freshwater,Acute,e^{0.9789[ln(hardness)]-3.866}(1.136672-0.041838[ln(hardness)])),µg/L,,,https://www.epa.gov/sites/production/files/2016-03/documents/cadmium-final-factsheet.pdf,,
